# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Jun 21 02:14:01 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.04681, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.0001 -2.19174 10.00000 0.8440280557 2.4332032204    0.791  2.010  3.7258  2.181    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.256 1.361 0.298 -0.194 -0.386 -0.481
0.0001 -2.19174 10.00000 0.8440288305 2.4332034588    0.791  2.035  3.7234  2.147    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.317 1.322 0.247 -0.254 -0.450 -0.548
0.0001 -2.19174 10.00000 0.8440299630 2.4332039356    0.791  2.077  3.7198  2.090    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.422 1.251 0.159 -0.355 -0.558 -0.661
0.0001 -2.19174 10.00000 0.8440309763 2.4332041740    0.791  2.117  3.7166  2.037    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.524 1.184 0.074 -0.454 -0.663 -0.769
0.0001 -2.19174 10.00000 0.8440324068 2.4332046509    0.791  2.168  3.7132  1.973    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.649 1.099 -0.034 -0.576 -0.791 -0.903
0.0001 -2.19174 10.00000 0.8440356851 2.4332056046    0.791  2.170  3.7134  1.972    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.655 1.091 -0.041 -0.582 -0.797 -0.908
0.0001 -2.19174 10.00000 0.8440538049 2.4332113266    0.791  2.144  3.7148  2.003    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.553e-01 2.446e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.993e-05 -0.591 1.137 0.016 -0.519 -0.731 -0.840
0.0001 -2.19174 10.00000 0.8440762758 2.4332182407    0.791  2.182  3.7121  1.955    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.000e-04 -0.684 1.078 -0.063 -0.610 -0.827 -0.940
0.0001 -2.19174 10.00000 0.8440961242 2.4332244396    0.791  2.225  3.7092  1.900    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.999e-05 -0.792 1.007 -0.155 -0.715 -0.938 -1.055
0.0001 -2.19174 10.00000 0.8441100717 2.4332287312    0.791  2.259  3.7070  1.857    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 9.996e-05 -0.878 0.951 -0.229 -0.799 -1.026 -1.146
0.0001 -2.19174 10.00000 0.8441278338 2.4332342148    0.791  2.301  3.7045  1.805    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.715e-06 4.231e-05 -1.000 1.001e-04 -0.983 0.882 -0.319 -0.901 -1.133 -1.256
0.0001 -2.19174 10.00000 0.8441444039 2.4332392216    0.791  2.340  3.7022  1.757    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.716e-06 4.231e-05 -1.000 1.000e-04 -1.081 0.816 -0.404 -0.996 -1.233 -1.359
0.0001 -2.19174 10.00000 0.8441596627 2.4332439899    0.791  2.380  3.7000  1.708    7  0.000  0.532     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.688e-05 4.717e-06 4.231e-05 -1.000 1.000e-04 -1.180 0.749 -0.490 -1.093 -1.334 -1.464
0.0001 -2.19174 10.00000 0.8441734910 2.4332482815    0.791  2.420  3.6978  1.659    7  0.000  0.531     0.00     0.00 -1    -1e-30      0.00 7.552e-01 2.447e-01 1.685e-05 4.729e-06 4.232e-05 -1.000 9.994e-05 -1.280 0.684 -0.577 -1.190 -1.435 -1.568
0.0001 -2.19174 10.00000 0.8441860080 2.4332520962    0.791  2.461  3.6956  1.610    7  0.000  0.527     0.00     0.00 -1    -1e-30      0.00 7.550e-01 2.449e-01 1.674e-05 4.796e-06 4.233e-05 -1.000 7.018e-05 -1.381 0.618 -0.664 -1.288 -1.538 -1.673
0.0001 -2.19174 10.00000 0.8441974521 2.4332556725    0.791  2.502  3.6934  1.560    7  0.000  0.518     0.00     0.00 -1    -1e-30      0.00 7.548e-01 2.451e-01 1.644e-05 5.083e-06 4.235e-05 -1.000 7.859e-05 -1.484 0.551 -0.752 -1.387 -1.641 -1.780
0.0001 -2.19174 10.00000 0.8442077637 2.4332587719    0.791  2.542  3.6912  1.511    7  0.000  0.502     0.00     0.00 -1    -1e-30      0.00 7.546e-01 2.453e-01 1.596e-05 5.644e-06 4.236e-05 -1.000 9.999e-05 -1.586 0.484 -0.839 -1.485 -1.744 -1.886
0.0001 -2.19174 10.00000 0.8442170024 2.4332616329    0.791  2.582  3.6891  1.462    7  0.000  0.487     0.00     0.00 -1    -1e-30      0.00 7.544e-01 2.455e-01 1.548e-05 6.239e-06 4.238e-05 -1.000 9.996e-05 -1.686 0.421 -0.924 -1.582 -1.845 -1.991
0.0001 -2.19174 10.00000 0.8442255855 2.4332642555    0.791  2.623  3.6870  1.413    7  0.000  0.474     0.00     0.00 -1    -1e-30      0.00 7.542e-01 2.457e-01 1.506e-05 6.755e-06 4.239e-05 -1.000 1.000e-04 -1.787 0.362 -1.009 -1.678 -1.947 -2.095
0.0001 -2.19174 10.00000 0.8442335129 2.4332668781    0.791  2.663  3.6848  1.365    7  0.000  0.462     0.00     0.00 -1    -1e-30      0.00 7.540e-01 2.459e-01 1.470e-05 7.195e-06 4.240e-05 -1.000 9.997e-05 -1.887 0.316 -1.090 -1.775 -2.048 -2.200
0.0001 -2.19174 10.00000 0.8442410827 2.4332692623    0.791  2.703  3.6827  1.317    7  0.000  0.453     0.00     0.00 -1    -1e-30      0.00 7.538e-01 2.461e-01 1.440e-05 7.570e-06 4.240e-05 -1.000 9.993e-05 -1.986 0.291 -1.168 -1.872 -2.151 -2.306
0.0001 -2.19174 10.00000 0.8442484140 2.4332714081    0.791  2.742  3.6806  1.268    7  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.464e-01 1.413e-05 7.907e-06 4.240e-05 -1.000 9.999e-05 -2.086 0.271 -1.244 -1.969 -2.254 -2.412
0.0001 -2.19174 10.00000 0.8442555070 2.4332735538    0.791  2.783  3.6784  1.219    7  0.000  0.437     0.00     0.00 -1    -1e-30      0.00 7.533e-01 2.466e-01 1.390e-05 8.195e-06 4.238e-05 -1.000 9.912e-05 -2.187 0.260 -1.318 -2.067 -2.357 -2.519
0.0001 -2.19174 10.00000 0.8442620039 2.4332756996    0.791  2.823  3.6762  1.170    7  0.000  0.431     0.00     0.00 -1    -1e-30      0.00 7.530e-01 2.469e-01 1.370e-05 8.448e-06 4.235e-05 -1.000 9.748e-05 -2.289 0.257 -1.390 -2.164 -2.462 -2.627
0.0001 -2.19174 10.00000 0.8442675471 2.4332773685    0.791  2.863  3.6740  1.121    7  0.000  0.426     0.00     0.00 -1    -1e-30      0.00 7.528e-01 2.471e-01 1.352e-05 8.685e-06 4.228e-05 -1.000 9.999e-05 -2.389 0.263 -1.458 -2.260 -2.564 -2.734
0.0001 -2.19174 10.00000 0.8442724943 2.4332787991    0.791  2.904  3.6717  1.071    7  0.000  0.423     0.00     0.00 -1    -1e-30      0.00 7.525e-01 2.474e-01 1.337e-05 8.917e-06 4.218e-05 -1.000 1.000e-04 -2.490 0.276 -1.524 -2.356 -2.669 -2.843
0.0001 -2.19174 10.00000 0.8442766666 2.4332802296    0.791  2.944  3.6695  1.022    7  0.000  0.420     0.00     0.00 -1    -1e-30      0.00 7.523e-01 2.476e-01 1.324e-05 9.158e-06 4.204e-05 -1.000 1.000e-04 -2.590 0.298 -1.586 -2.450 -2.771 -2.949
0.0001 -2.19174 10.00000 0.8442804813 2.4332814217    0.791  2.983  3.6672  0.974    7  0.000  0.418     0.00     0.00 -1    -1e-30      0.00 7.520e-01 2.479e-01 1.313e-05 9.411e-06 4.188e-05 -1.000 9.996e-05 -2.688 0.337 -1.641 -2.541 -2.872 -3.054
0.0001 -2.19174 10.00000 0.8442844748 2.4332826138    0.791  3.024  3.6648  0.923    7  0.000  0.417     0.00     0.00 -1    -1e-30      0.00 7.518e-01 2.481e-01 1.305e-05 9.651e-06 4.172e-05 -1.000 9.996e-05 -2.790 0.392 -1.692 -2.634 -2.976 -3.163
0.0001 -2.19174 10.00000 0.8442878127 2.4332835674    0.791  3.063  3.6625  0.876    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.516e-01 2.483e-01 1.298e-05 9.854e-06 4.158e-05 -1.000 5.394e-05 -2.887 0.453 -1.736 -2.721 -3.074 -3.267
0.0001 -2.19174 10.00000 0.8442898393 2.4332842827    0.791  3.101  3.6602  0.829    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.515e-01 2.484e-01 1.294e-05 9.990e-06 4.147e-05 -1.000 9.996e-05 -2.982 0.529 -1.773 -2.805 -3.171 -3.369
0.0001 -2.19174 10.00000 0.8442901373 2.4332842827    0.791  3.059  3.6628  0.881    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.513e-01 2.486e-01 1.289e-05 1.018e-05 4.133e-05 -1.000 1.000e-04 -2.876 0.442 -1.733 -2.712 -3.064 -3.255
0.0001 -2.19174 10.00000 0.8442902565 2.4332842827    0.791  3.059  3.6628  0.881    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.513e-01 2.486e-01 1.289e-05 1.018e-05 4.133e-05 -1.000 9.997e-05 -2.876 0.443 -1.733 -2.712 -3.064 -3.255
0.0001 -2.19174 10.00000 0.8442904353 2.4332842827    0.791  3.078  3.6617  0.857    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.513e-01 2.486e-01 1.288e-05 1.019e-05 4.132e-05 -1.000 9.991e-05 -2.926 0.479 -1.753 -2.756 -3.114 -3.308
0.0001 -2.19174 10.00000 0.8442906141 2.4332845211    0.791  3.098  3.6604  0.832    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.513e-01 2.486e-01 1.288e-05 1.020e-05 4.132e-05 -1.000 9.993e-05 -2.974 0.520 -1.771 -2.799 -3.163 -3.361
0.0001 -2.19174 10.00000 0.8442907333 2.4332845211    0.791  3.115  3.6593  0.810    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.513e-01 2.486e-01 1.288e-05 1.020e-05 4.132e-05 -1.000 1.000e-04 -3.019 0.561 -1.786 -2.838 -3.208 -3.409
0.0001 -2.19174 10.00000 0.8442909718 2.4332845211    0.791  3.137  3.6579  0.783    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.511e-01 2.488e-01 1.284e-05 1.036e-05 4.119e-05 -1.000 9.993e-05 -3.074 0.613 -1.804 -2.885 -3.263 -3.467
0.0001 -2.19174 10.00000 0.8442913294 2.4332847595    0.791  3.175  3.6555  0.736    7  0.000  0.415     0.00     0.00 -1    -1e-30      0.00 7.509e-01 2.490e-01 1.279e-05 1.054e-05 4.106e-05 -1.000 9.990e-05 -3.167 0.634 -1.850 -2.964 -3.353 -3.563
0.0001 -2.19174 10.00000 0.8442919254 2.4332847595    0.791  3.227  3.6521  0.670    7  0.549  0.415     0.00     0.00 -1    -1e-30      0.00 7.505e-01 2.494e-01 1.269e-05 1.096e-05 4.074e-05 -1.000 9.996e-05 -3.297 0.668 -1.912 -3.074 -3.479 -3.697
0.0001 -2.19174 10.00000 0.8442924619 2.4332849979    0.791  3.414  3.6091  0.310    8  0.549  0.390    87.37    43.29  1 -1.07e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.766 1.926 -1.516 -3.188 -3.795 -4.127
0.0001 -2.19174 10.00000 0.8442925215 2.4332849979    0.790  3.292  3.6173  0.465    8  0.549  0.390    62.57    32.41  1 -6.11e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.459 1.802 -1.449 -2.981 -3.529 -3.831
0.0001 -2.19174 10.00000 0.8442925811 2.4332849979    0.789  3.152  3.6301  0.656    8  0.549  0.390    41.49    22.71  1 -3.17e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.109 1.542 -1.401 -2.751 -3.229 -3.494
0.0001 -2.19174 10.00000 0.8442927599 2.4332852364    0.786  2.925  3.6506  0.963    8  0.549  0.390    21.39    12.79  1 -1.05e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.543 1.186 -1.235 -2.326 -2.712 -2.926
0.0001 -2.19174 10.00000 0.8442929983 2.4332852364    0.781  2.930  3.6501  0.953    8  0.549  0.390    21.84    12.99  1  -1.1e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.555 1.200 -1.237 -2.335 -2.724 -2.940
0.0001 -2.19174 10.00000 0.8442932963 2.4332852364    0.776  2.996  3.6440  0.860    8  0.550  0.390    26.71    15.40  1 -1.56e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -2.719 1.303 -1.289 -2.461 -2.876 -3.106
0.0001 -2.19174 10.00000 0.8442937136 2.4332854748    0.770  3.151  3.6297  0.644    8  0.550  0.390    42.56    22.95  1 -3.42e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.107 1.569 -1.387 -2.745 -3.226 -3.492
0.0001 -2.19174 10.00000 0.8442941308 2.4332854748    0.762  3.294  3.6165  0.444    8  0.550  0.390    65.54    33.17  1 -6.91e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.464 1.846 -1.426 -2.975 -3.530 -3.835
0.0001 -2.19174 10.00000 0.8442946076 2.4332857132    0.753  3.390  3.6075  0.307    8  0.551  0.390    88.14    42.61  1 -1.12e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.705 2.041 -1.424 -3.111 -3.725 -4.062
0.0001 -2.19174 10.00000 0.8442952037 2.4332859516    0.744  3.443  3.6025  0.228    8  0.551  0.390   104.64    49.09  1 -1.48e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.838 2.163 -1.407 -3.177 -3.827 -4.184
0.0001 -2.19174 10.00000 0.8442957997 2.4332859516    0.733  3.470  3.5998  0.184    8  0.552  0.390   115.19    52.91  1 -1.75e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.906 2.234 -1.392 -3.207 -3.878 -4.245
0.0001 -2.19174 10.00000 0.8442965150 2.4332861900    0.722  3.487  3.5984  0.155    8  0.552  0.390   122.91    55.44  0 -1.98e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.948 2.271 -1.388 -3.229 -3.911 -4.284
0.0001 -2.19174 10.00000 0.8442991376 2.4332871437    0.554 -9.999  4.0000  1.705    9  0.554  0.000     0.00     0.00 -1    -1e-30      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 29.767 30.778 30.017 30.254 30.466 30.581
#isochrone terminated
